section_id,road_number,road_name,road_start,road_end,section_order,province,district,commune,management,start_km,end_km,length,width,road_class,terrain,temperature,moisture,surface_type,condition_class,pavement_age,traffic_level,traffic_growth,lanes,road_type,roughness,structural_no,aadt_motorcyle,aadt_carsmall,aadt_carmedium,aadt_delivery,aadt_4wheel,aadt_smalltruck,aadt_mediumtruck,aadt_largetruck,aadt_articulatedtruck,aadt_smallbus,aadt_mediumbus,aadt_largebus,aadt_total
214NL00139-01,214,Xã Mỹ Tân.Đường làng Vải - làng Hạ,Làng Vải,Làng Hạ,1,Thanh Hoa,NL,,4,0,1.5,1.5,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00140-01,214,Xã Mỹ Tân.Đường làng Mỹ - Làng Hạ,Làng mý,làng Hạ,1,Thanh Hoa,NL,,4,0,1,1,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00141-01,214,Xã Mỹ Tân.Đường Làng mý - làng mốc,Làng Mý,Làng mốc,1,Thanh Hoa,NL,,4,0,1,1,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00142-01,214,Xã Mỹ Tân.Đường làng Beo - Cao Ngọc,làng Beo,Xã Cao Ngọc,1,Thanh Hoa,NL,,4,0,1,1,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00143-01,214,Xã Ngọc Sơn.Đường Tiền Phong - Minh Tiến - Thanh Sơn - Linh Sơn,Tiền Phong,linh Sơn,1,Thanh Hoa,NL,,4,0,4,4,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00144-01,214,Xã Ngọc Sơn.Đường Thanh Sơn - Tiền Phong,Ngã 3 Thanh Sơn,Ngã 3 Tiền Phong,1,Thanh Hoa,NL,,4,0,2.8,2.8,3.5,6,3,1,4,4,3,10,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00145-01,214,Xã Ngọc Sơn.Đường Đền Sơn II - Đền Sơn III,Đền Sơn II,Đền Sơn III,1,Thanh Hoa,NL,,4,0,2,2,3.5,6,3,1,4,4,3,10,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00146-01,214,Xã Ngọc Sơn.Đường Đền Sơn I - Đền Sơn III,Đền Sơn I ,Đền Sơn III,1,Thanh Hoa,NL,,4,0,3,3,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00147-01,214,Xã Ngọc Sơn.Đường Thanh Sơn - Minh Tiến,Thanh Sơn,Làng Xanh (Ngọc Trung),1,Thanh Hoa,NL,,4,0,3,3,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00148-01,214,Xã Phùng Minh.Nguyệt ấn,làng Quỳ,Lương Bình (Nguyệt ấn),1,Thanh Hoa,NL,,4,0,2.5,2.5,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00149-01,214,Xã Phùng Minh.Đường Minh tân - Làng Quỳ,Ngã 3 Minh tân,Ngã 3 làng Quỳ,1,Thanh Hoa,NL,,4,0,1,1,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00150-01,214,Xã Phùng Minh.Đường làng Thượng - Làng Quỳ,Ngã 3 làng Thượng,Làng Quỳ,1,Thanh Hoa,NL,,4,0,1.5,1.5,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00151-01,214,Xã Phùng Minh.Đường làng hạ - làng Thượng,Ngã 3 làng Hạ,Ngã 3 làng thượng,1,Thanh Hoa,NL,,4,0,1,1,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00152-01,214,Xã Phùng Minh.Đường Minh Tân - bến thượng,Ngã 3 minh tân,Bến Thượng,1,Thanh Hoa,NL,,4,0,1,1,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00153-01,214,Xã Phùng Minh.Đường làng Hạ - Bến Mui,Ngã 3 Làng Hạ,Bến Mui,1,Thanh Hoa,NL,,4,0,0.7,0.7,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00154-01,214,Xã Phùng Minh.Đường làng Cốc - làng Chu,Ngã 2 làng Cốc,Bến Chu,1,Thanh Hoa,NL,,4,0,6,6,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00155-01,214,Xã Phùng Minh.Đường làng Hạ - Phúc thịnh,Làng hạ,làng Ngã 3,1,Thanh Hoa,NL,,4,0,0.7,0.7,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00156-01,214,Xã Phùng Minh.Đường đi Cốc Ngoài,Trường Mầm non,Bến Cốc,1,Thanh Hoa,NL,,4,0,1.5,1.5,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00157-01,214,Xã Phùng Minh.Đường làng Cốc trong - làng Cốc ngoài,Làng Cốc Trong,Làng Cốc Ngoài,1,Thanh Hoa,NL,,4,0,1,1,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00158-01,214,Xã Phùng Minh.Đường làng Tân lập - Làng lãi - Làng Mui,Tân Lập,Hón Dường,1,Thanh Hoa,NL,,4,0,1.2,1.2,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00158-02,214,Xã Phùng Minh.Đường làng Tân lập - Làng lãi - Làng Mui,Tân Lập,Hón Dường,2,Thanh Hoa,NL,,4,1.2,1.9,0.7,3.5,6,3,1,4,4,3,10,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00158-03,214,Xã Phùng Minh.Đường làng Tân lập - Làng lãi - Làng Mui,Tân Lập,Hón Dường,3,Thanh Hoa,NL,,4,1.9,4.5,2.6,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00159-01,214,Xã Cao Ngọc.Đường đi làng thi 1,TT xã,Làng Thi,1,Thanh Hoa,NL,,4,0,0.2,0.2,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00160-01,214,Xã Cao Ngọc.Đường đi làng thi 2,Trường tiểu học Cao Ngọc,Làng Thi,1,Thanh Hoa,NL,,4,0,1,1,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00161-01,214,Xã Cao Ngọc.Đường đi Làng Ngọc Mùn,Trạm y tế,ngọc Mùn,1,Thanh Hoa,NL,,4,0,0.3,0.3,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00162-01,214,Xã Cao Ngọc.Đường Làng Lỏ - làng Côn,Làng lỏ,Làng Côn,1,Thanh Hoa,NL,,4,0,0.7,0.7,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00163-01,214,Xã Cao Ngọc.Đường làng Thau - Làng Côn,Làng Thau,làng Côn,1,Thanh Hoa,NL,,4,0,0.5,0.5,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00164-01,214,Xã Cao Ngọc.Đường làng Lỏ  ,Ngã 3 Cây U,Đập hồ Đồng Thuận,1,Thanh Hoa,NL,,4,0,0.6,0.6,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00165-01,214,Xã Cao Ngọc.Đường làng Lỏ - Làng Sam,làng Lỏ,làng Sam,1,Thanh Hoa,NL,,4,0,2,2,3.5,6,3,1,4,4,3,10,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00166-01,214,Xã Cao Ngọc.Đường làng Nghiện - Cò mùn,Làng Nghiện,Cò Mùn,1,Thanh Hoa,NL,,4,0,2,2,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00167-01,214,Xã Cao Ngọc.Đường làng Nghiện - Làng Trù,làng Nghiện,làng Trù,1,Thanh Hoa,NL,,4,0,0.7,0.7,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00168-01,214,Xã Cao Ngọc.Đường Làng Giỏi - Làng Chò Tráng,làng Giỏi,Chò Tráng,1,Thanh Hoa,NL,,4,0,1.2,1.2,3.5,6,3,1,4,4,3,10,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00169-01,214,Xã phùng Giáo.Đường làng Chầm - Làng Bứa,làng Chầm,Làng Bứa,1,Thanh Hoa,NL,,4,0,3,3,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00170-01,214,Xã phùng Giáo.Đường làng Bứa - Phùng Sơn,Ngã 3 Làng bứa,Phùng Sơn,1,Thanh Hoa,NL,,4,0,1,1,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00171-01,214,Xã phùng Giáo.Đường làng lau - Phùng Sơn,Ngã 3 làng Lau,Phùng Sơn,1,Thanh Hoa,NL,,4,0,1.5,1.5,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00172-01,214,Xã phùng Giáo.Đường Làng Chầm - Vân Am,Làng Chầm,vân Am,1,Thanh Hoa,NL,,4,0,1,1,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00173-01,214,Xã phùng Giáo.Đường đội 3 - Tiến Thành,Ngã 3 đội 3,Tiến Thành,1,Thanh Hoa,NL,,4,0,1,1,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00174-01,214,Xã phùng Giáo.Đường đi làng Bằng,Chợ Bằng,Sông Âm,1,Thanh Hoa,NL,,4,0,2,2,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00175-01,214,Xã phùng Giáo.Đường làng Môn - Phùng Minh,Làng Môn,Phùng Minh,1,Thanh Hoa,NL,,4,0,2,2,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00176-01,214,Xã phùng Giáo.Đường vào làng Chuối,TT xã,làng Chuối,1,Thanh Hoa,NL,,4,0,1,1,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00177-01,214,Xã Ngọc Khê.Đường Cao Hòa - cao Nguyên,Suối Cạn,QL.15A,1,Thanh Hoa,NL,,4,0,1.1,1.1,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00178-01,214,Xã Ngọc Khê.Đường đi làng Tran hạ,QL.15A,Giáp Mỹ Tân,1,Thanh Hoa,NL,,4,0,0.9,0.9,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00179-01,214,Xã Ngọc Khê.Đường đi Làng Sắt,QL.15A,Phố Trần Phú,1,Thanh Hoa,NL,,4,0,1.9,1.9,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00180-01,214,Xã Ngọc Khê.Đường đi làng Ao,ĐHCM,Làng Ao,1,Thanh Hoa,NL,,4,0,1.5,1.5,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00181-01,214,Xã Ngọc Khê.Đường đi Mốc Lô,ĐHCM,Mốc Lô,1,Thanh Hoa,NL,,4,0,1.2,1.2,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00182-01,214,Xã Ngọc Khê.Đường Cao Phong,ĐH.17 (ATK),TT Ngọc Lặc,1,Thanh Hoa,NL,,4,0,1.6,1.6,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00183-01,214,Xã Ngọc Khê.Đường đi Hạ Sơn,QL.15A,ĐHCM,1,Thanh Hoa,NL,,4,0,0.3,0.3,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00184-01,214,Xã Ngọc Khê.Đường Phố 1,Đường 519,ĐHCM,1,Thanh Hoa,NL,,4,0,0.6,0.6,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00185-01,214,Xã Thúy Sơn.Đường làng Nhàng - Làng Thắng,Làng Nhàng,làng Thắng,1,Thanh Hoa,NL,,4,0,2,2,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00186-01,214,Xã Thúy Sơn.Đường Làng thi - Làng Chon,làng Thi,Làng Chon,1,Thanh Hoa,NL,,4,0,1.5,1.5,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00187-01,214,Xã Thúy Sơn.Đường làng Ngọc Sơn - Hồng Sơn,Ngọc Sơn,Hồng Sơn,1,Thanh Hoa,NL,,4,0,2,2,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00188-01,214,Xã Thúy Sơn.Đường đi Bình Sơn,TT xã,Bình Sơn,1,Thanh Hoa,NL,,4,0,1,1,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00189-01,214,Xã Cao Thịnh.Đường Làng Mai - Làng Bùi,làng Mai,làng Bùi,1,Thanh Hoa,NL,,4,0,4,4,3.5,6,3,1,4,4,3,10,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00190-01,214,Xã Cao Thịnh.Đường làng Dềnh - Làng Ao,Làng Dềnh,Làng Ao,1,Thanh Hoa,NL,,4,0,1.8,1.8,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00191-01,214,Xã Cao Thịnh.Đường Làng Mai - Cao su I,Làng Mai,Cao su I,1,Thanh Hoa,NL,,4,0,3,3,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00192-01,214,Xã Cao Thịnh.Đường Cao Sơn - Cao Thắng,Cao Sơn,Cao Thắng,1,Thanh Hoa,NL,,4,0,2.8,2.8,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NL00193-01,214,Xã Cao Thịnh.Đường làng Bưa - Ngọc Trung,Làng Bứa (Giao với ĐH.18),"Đội 2, Ngọc trung (giao với TL.516B)",1,Thanh Hoa,NL,,4,0,1,1,3.5,6,3,1,4,3,3,10,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214NL00194-01,214,Xã Cao Thịnh.Đường làng Bùi - Đội 61,Ngã 3 Lim Còm,Đội 61,1,Thanh Hoa,NL,,4,0,4.2,4.2,4.5,6,3,1,4,4,3,10,1,4,2,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NT00001-01,214,xã hải vân.Đường Hải Vân - Hải Long,Hải Vân,Hải Long,1,Thanh Hoa,NT,,4,0,1.8,1.8,3.5,6,3,1,4,3,3,8,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214NT00002-01,214,xã hải vân.ĐH-NT08 - Đồng Mười,Đường thị trấn - Bến En,"Thôn Đồng Mười, Hải Vân",1,Thanh Hoa,NT,,4,0,1,1,3.5,6,3,1,4,3,3,8,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214NT00003-01,214,xã hải vân.ĐH-NT08 - Xuân Phong,Đường thị trấn - Bến En,"Thôn Xuân Phong, Hải Vân",1,Thanh Hoa,NT,,4,0,1.2,1.2,3,6,3,1,4,4,3,8,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NT00009-01,214,xã hải long.QL45 - Vĩnh Lợi,Quốc lộ 45,"Thôn Vĩnh Lợi, HL",1,Thanh Hoa,NT,,4,0,1.2,1.2,3.5,6,3,1,4,3,3,8,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214NT00010-01,214,xã hải long.QL45 -  Đồng Long,Quốc lộ 45,"Thôn Đồng Long, HL",1,Thanh Hoa,NT,,4,0,1,1,3.5,6,3,1,4,3,3,8,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214NT00024-01,214,xã phượng nghi.ĐH-NT01- Phượng Hưng,Đường Hải Long  - Xuân Du - Sim,"Thôn Phượng Hưng, PN",1,Thanh Hoa,NT,,4,0,1,1,3,6,3,1,4,4,3,8,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NT00025-01,214,xã phượng nghi.ĐH-NT01- Đồng Mách,Đường Hải Long  - Xuân Du - Sim,"Thôn Đồng Mách, Phượng Nghi",1,Thanh Hoa,NT,,4,0,2,2,3,6,3,1,4,4,3,8,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NT00026-01,214,xã phượng nghi.ĐH-NT04- Đồng Phông,ĐH-NT04,"Thôn Đồng Phông, PN",1,Thanh Hoa,NT,,4,0,2,2,3,6,3,1,4,4,3,8,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NT00027-01,214,xã phượng nghi.Bái Bò - Đồng Thung,"Thôn Bái Bò, PHượng Nghi","Thôn Đồng Thung, PN",1,Thanh Hoa,NT,,4,0,2.5,2.5,3,6,3,1,4,4,3,8,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NT00028-01,214,xã xuân du.Đường 506 - Thôn 10 ,Đường 506,"Thôn 10, Xuân Du",1,Thanh Hoa,NT,,4,0,1.5,1.5,3,6,3,1,4,4,3,8,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214NT00044-01,214,xã yên thọ.Chẩm Khe - Thống Nhất,"Thôn Chẩm Khê, Xuân Thọ","Thôn Thống Nhất, Xuân Thọ",1,Thanh Hoa,NT,,4,0,1.5,1.5,3.5,6,3,1,4,3,3,8,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214NT00046-01,214,xã yên thọ.ĐH-NT05 - Chẩm Khê,Quốc lộ 45 - Tỉnh lộ 505,"Thôn Chẩm Khê, Yên Thọ",1,Thanh Hoa,NT,,4,0,1,1,3,6,3,1,4,1,3,8,3,4,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
214NT00049-01,214,xã yên thọ.ĐH-NT05 - Quần Thọ,Quốc lộ 45 - Tỉnh lộ 505,"Thôn Quần Thọ, Yên Thọ",1,Thanh Hoa,NT,,4,0,0.8,0.8,3,6,3,1,4,4,3,8,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214NT00052-01,214,xã yên thọ.ĐH-NT05 - Cự Thịnh,Quốc lộ 45 - Tỉnh lộ 505,"Thôn Cự Thịnh, Yên Thọ",1,Thanh Hoa,NT,,4,0,0.8,0.8,3,6,3,1,4,4,3,8,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NT00060-01,214,xã xuân phúc.ĐH-NT07 - Thôn 1,Đường Xuân Phúc - Phúc Đường - Thanh Tân,"Thôn 1, Xuân Phúc",1,Thanh Hoa,NT,,4,0,0.7,0.7,3,6,3,1,4,4,3,8,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214NT00065-01,214,xã yên lạc.ĐH-NT05 - Tân Long,Quốc lộ 45 - Tỉnh lộ 505,"Thôn Tân Long, Yên Lạc",1,Thanh Hoa,NT,,4,0,1.8,1.8,3,6,3,1,4,1,3,8,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214NT00078-01,214,xã thanh kỳ.Đ. Ngang HCM - Đồng Tiến,Đường Ngang HCM,"Thôn Đồng Tiến, Thanh Kỳ",1,Thanh Hoa,NT,,4,0,2,2,3,6,3,1,4,4,3,8,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NT00080-01,214,xã thanh kỳ.Đ. Ngang HCM - Kỳ Thượng,Đường Ngang HCM,"Thôn Kỳ Thượng, Thanh Kỳ",1,Thanh Hoa,NT,,4,0,2.5,2.5,3,6,3,1,4,4,3,8,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NT00082-01,214,xã xuân thái .ĐH-NT06 -  ấp Cũ,Đường Hải Vân  - Xuân Thái,"Thôn ấp Cũ, Xuân Thái",1,Thanh Hoa,NT,,4,0,3.5,3.5,3,6,3,1,4,4,3,8,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NT00083-01,214,xã xuân thái .ĐH-NT06 - Thôn Cốc 2,Đường Hải Vân  - Xuân Thái,"Thôn Cốc 2, Xuân Thái",1,Thanh Hoa,NT,,4,0,3.5,3.5,3,6,3,1,4,4,3,8,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NT00086-01,214,xã phú nhuận.ĐH-NT02 -  Tân Phú,Đường Thị Trấn - Vũ Yên (Nông Cống),"Thôn Tân Phú, Phú Nhuận",1,Thanh Hoa,NT,,4,0,1,1,3,6,3,1,4,4,3,8,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NT00095-01,214,xã phú nhuận.ĐH-NT03 -  Phú Phượng 2,Đường Mậu Lâm - Phú Nhuận - Vạn Hòa (NC),"Thôn Phú Phượng 2, PN",1,Thanh Hoa,NT,,4,0,0.7,0.7,3,6,3,1,4,4,3,8,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NT00096-01,214,xã phú nhuận.ĐH-NT03 -  Phú Phượng3,Đường Mậu Lâm - Phú Nhuận - Vạn Hòa (NC),"Thôn Phú Phượng 3, PN",1,Thanh Hoa,NT,,4,0,0.7,0.7,3,6,3,1,4,4,3,8,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214NT00097-01,214,xã phú nhuận.ĐH-NT03 -  Phú Phượng 4,Đường Mậu Lâm - Phú Nhuận - Vạn Hòa (NC),"Thôn Phú Phượng 4, PN",1,Thanh Hoa,NT,,4,0,0.8,0.8,3,6,3,1,4,4,3,8,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NT00097-01,214,Tuyến 1 Hải Vân - Yên Thọ,Hải Vân,Yên Thọ,1,Thanh Hoa,NT,,4,0,2.1,2.1,3,8,3,1,4,1,3,3,1,5,1,1,7,1.5,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NT00097-01,214,Tuyến 3 Ngã Ba Sải Vàng - nhà máy nước,Ngã ba Sải VÀng,Nhà máy nước,1,Thanh Hoa,NT,,4,0,0.8,0.8,3,8,3,1,4,4,3,3,2,5,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214NT00097-01,214,Từ Điểm Bưu điện văn hóa xã đến Cầu Sải Vàng,Bưu điện văn hóa xã,Cầu Sải Vàng,1,Thanh Hoa,NT,,4,0,2.2,2.2,3,8,3,1,4,4,3,3,1,5,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214NT00097-01,214,Xã xuân Khang. Tuyến đường QL 45 - Anh Long,QL 45,Anh Long,1,Thanh Hoa,NT,,4,0,1,1,3,8,3,1,4,5,3,3,2,5,1,2,13,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214NT00097-01,214,Tuyến đường Ông Long - Đập cây thị,Ông Long,Đập cây Thị,1,Thanh Hoa,NT,,4,0,1.5,1.5,3,8,2,1,4,5,3,3,1,5,1,2,13,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
